Dirección,Territorio (1 al 7),Coordenadas (click derecho en maps),Nombre,Categoría,Icono (JPG o PNG),Foto (Si aplica)**,Descripción
Mateo de Toro y Zambrano & Alvares de Toledo,2,"-33.49204731060603, -70.63328110733684",Social y Comunitario,Social y Comunitario,FALTA CREACION (CHARLA FUNCIONARIOS),,Charla Funcionarios
Venecia 3281,2,"-33.48553237830276, -70.6358031640826",Social y Comunitario,Social y Comunitario,FALTA CREACION (CHARLA FUNCIONARIOS),,Charla Funcionarios
San Gregorio 3984,2,"-33.492952105201674, -70.63592670640952",Social y Comunitario,Social y Comunitario,FALTA CREACION (CHARLA FUNCIONARIOS),,Charla Funcionarios
Carmen & Carlos Valdovinos,2,"-33.483150890353414, -70.6346758395",Social y Comunitario,Social y Comunitario,05 FUTBOL.png,,Taller Deportivo
Alcalde Pedro Alarcon 401,2,"-33.48999135388477, -70.6321340892098",Social y Comunitario,Social y Comunitario,FALTA CREACION (TALLER DEPORTIVO),,Taller Migrantes
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,0053 PROGRAMA PREVENCION.png,,Feria Informativa Delitos de Trata de Personas
COMERCIO & PADRE MARIANO PUGA,,"-33.49332180821139, -70.63119679832958",Social Y Comunitario,ACTIVIDADES COMUNITARIAS,0038 VACACIONES EN TU PLAZA.png,,Actividad Comunal de Participacion Ciudadana
San gregorio 3575,2,"-33.49013891378213, -70.63583808798181",Social y Comunitario,ACTIVIDADES COMUNITARIAS,0036 TERRITORIO NAVIDENO.png,,FIESTA DE NAVIDAD. Actividad Comunal de Participacion Ciudadana
Plaza Salvador Allende,2,"-33.49012894501844, -70.63222540824857",Social y Comunitario,ACTIVIDADES COMUNITARIAS,00110 VERANO EN TU BARRIO.png,,Actividad Comunal de Participacion Ciudadana
San Gregorio y Cabildo,2,"-33.49507434595664, -70.63615791862976",Social y Comunitario,ACTIVIDADES COMUNITARIAS,00110 VERANO EN TU BARRIO.png,,Actividad Comunal de Participacion Ciudadana
Hanga Roa & Rapa Nui,2,"-33.48562193619874, -70.6401425268881",Social y Comunitario,ACTIVIDADES COMUNITARIAS,00110 VERANO EN TU BARRIO.png,,Actividad Comunal de Participacion Ciudadana
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,00170_LABORATORIO_CREATIVO_MIGRANTES.png, ,"Alfabetizacion digital, Lectura y escritura en PC, Apreso Laboral, Fondo FOSIS, tramites digitales, habilidades blandas, encuestas digitales."
Padre Mariano Puga & Aysen,2,"-33.489379390354905, -70.63174808673918",Social y Comunitario,Social y Comunitario,00171_APOYO_INNOVA_PRODUCTOS_PRIMERA_NECESIDAD.png,,Entrega de productos para empaquetado de comida
Padre Mariano Puga & Alcalde Pedro Alarcon,2,"-33.490280415805294, -70.63113843822369",Social y Comunitario,Social y Comunitario,00171_APOYO_INNOVA_PRODUCTOS_PRIMERA_NECESIDAD.png,,Entrega de Productos de aseo y limpieza
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,0043 MEJORAS DE INFRAESTRUCTURA.png,,Mejoramiento instalaciones comunitarias C.C.S.G. la legua
Mataveri & Alvarez Sanchez Pinzón,2,"-33.484550025406435, -70.63852197633639",Social y Comunitario,Social y Comunitario, PROYECTOS EJECUTADOS.png,,Construccion sede social JJVV Jardines II FNDR
Alcalde Pedro Alarcon & Jorge Canning,2,"-33.48726135671702, -70.63602740618026",Social y Comunitario,Social y Comunitario, PROYECTOS EJECUTADOS.png,,"Centro de Desarrollo y Proteccion de la Niñez y Juventud, Legua Emergencia (SERVIU)"
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,00173_ACTIVIDADES_OF_DISCAPACIDAD_INCLUSION.png,,Mesas de Discapacidad e Inclusion Centro Comunitario San Gregorio
Plaza Salvador Allende,2,"-33.49012894501844, -70.63222540824857",Social y Comunitario,Social y Comunitario,00173_ACTIVIDADES_OF_DISCAPACIDAD_INCLUSION.png,,Segunda Corrida Familiar por la Inclusion Plaza Salvador Allende
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,"PENDIENTE DE CREACION (AYUDA SOCIAL, MATERIALES DE CONSTRUCCION) ",,Apoyar a los vecinos y vecinas de la comuna con la entrega de materiales de construcción para mejorar la habitabilidad de sus viviendas: Se han apoyado a 48 familias.
Mateo de Toro y Zambrano 3760,2,"-33.49145657336498, -70.6331451757188",Social y Comunitario,Social y Comunitario,00108 CONCEJO EN TU BARRIO.png,,CONCEJO EN EL BARRIO
Mataveri & Santa Rosa,2,"-33.48496283956135, -70.63992499208447",Social y Comunitario,Social y Comunitario,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Jardines II con multiples servicio, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
Juan Nieto Interior,2,"-33.48293304054192, -70.63858125574083",Social y Comunitario,Social y Comunitario,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Juan NIeto con multiples servicio, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
Mateo de Toro y Zambrano 3760,2,"-33.491287292686714, -70.63326797796725",Social y Comunitario,Social y Comunitario,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Legua Nueva con multiples servicio, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
San gregorio 3461,,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Legua Nueva con multiples servicio, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
San Gregorio 3984,2,"-33.492952105201674, -70.63592670640952",Social y Comunitario,Social y Comunitario,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV  Santa Rosa con multiples servicio, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
San gregorio 3461,Realizado,"-33.48877863445912, -70.63537901433733",Direccion Desarrollo Economico Local / Emprendedores,Capacitacion,0046 CAPACITACION OTEC.png,,"Cursos y Capacitaciones de Maquillaje cara y manos, Ingles Avanzado, curso de alfabetizacion, entre otros."
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Direccion Desarrollo Economico Local / Emprendedores,Capacitacion,0046 CAPACITACION OTEC.png,,Taller de Apresto Laboral
Plaza Salvador Allende,2,"-33.49012894501844, -70.63222540824857",Direccion Desarrollo Economico Local / Emprendedores,Feria,0035 FERIA OMIL.png,,"Instancia para fomentar el empleo y el emprendimiento local en: ,  y población Policarpo Toro"
Cabildo 4900,2,"-33.49507051665951, -70.63618770774079",Direccion Desarrollo Economico Local / Emprendedores,Feria,0035 FERIA OMIL.png,,"Instancia para fomentar el empleo y el emprendimiento local en: Plaza Salvador Allende, Plaza Legua Junior y población Policarpo Toro"
Población Policarpo Toro,2,"-33.4856389101317, -70.64063707307756",Direccion Desarrollo Economico Local / Emprendedores,Feria,0035 FERIA OMIL.png,,"Instancia para fomentar el empleo y el emprendimiento local en: Plaza Salvador Allende, Plaza Legua Junior y población Policarpo Toro"
Centro Comunitario San Gregorio,2,"-33.48877863445912, -70.63537901433733",Direccion Desarrollo Economico Local / OMIL,Feria,0035 FERIA OMIL.png,,Feria OMIL en terreno
Lucrecia Fernandez 300,2,"-33.48656555328589, -70.6307517199009",Direccion Desarrollo Economico Local / OMIL,Feria,0035 FERIA OMIL.png,,Feria OMIL en terreno
Direccion Desarrollo Economico Local ,2,"-33.48877863445912, -70.63537901433733",Innova,"Beneficio, Aporte",,,51 beneficiados Becas Educación Superior y Capital PYME
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Mujer/Taller Jefas de Hogar,Capacitacion,0091 TALLERES PARA LAS MUJERES.png,,Se realiza con una participacion de 35 alumnas
Mataveri & Santa Rosa,2,"-33.48496283956135, -70.63992499208447",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Jardines II con multiples servicios, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
Juan Nieto Interior,2,"-33.48293304054192, -70.63858125574083",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Juan NIeto con multiples servicios, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
Mateo de Toro y Zambrano 3760,2,"-33.491287292686714, -70.63326797796725",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Legua Nueva con multiples servicios, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
San gregorio 3461,,"-33.48877863445912, -70.63537901433733",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV Legua Nueva con multiples servicios, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
San Gregorio 3984,2,"-33.492952105201674, -70.63592670640952",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00107 OPERATIVOS SOCIALES.png,,"Actividad en JJVV  Santa Rosa con multiples servicios, como Registro social de hogares, Prestaciones monetarias Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
Mataveri & Santa Rosa,2,"-33.48496283956135, -70.63992499208447",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,110 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Juan Nieto Interior,2,"-33.48293304054192, -70.63858125574083",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,111 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Venecia 3281,2,"-33.48553237830276, -70.6358031640826",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,112 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Mateo de Toro y Zambrano 3760,2,"-33.491287292686714, -70.63326797796725",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,113 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Lucrecia Fernandez 300,2,"-33.48656555328589, -70.6307517199009",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,114 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Mataveri & Santa Rosa,2,"-33.48496283956135, -70.63992499208447",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,115 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
,2,"-33.48585698465122, -70.6339381691045",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,116 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Hanga Roa & Rapa Nui,2,"-33.48562193619874, -70.6401425268881",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,117 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Lucrecia Fernandez 300,2,"-33.48656555328589, -70.6307517199009",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,118 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Juan Nieto Interior,2,"-33.48293304054192, -70.63858125574083",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,119 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
San Gregorio 3984,2,"-33.492952105201674, -70.63592670640952",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,120 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,121 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,122 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Mateo de Toro y Zambrano 3760,2,"-33.491287292686714, -70.63326797796725",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,123 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,124 OPERATIVO VETERINARIO.png,,Actividad en coordinacion con veterinaria se realiza atencion en JJVV Jardines II
Lucrecia Fernandez 300,2,"-33.48656555328589, -70.6307517199009",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00109 OPERATIVO FALP:png,,Operativos preventivos para cancer  de Mamas Instituto Falp
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00109 OPERATIVO FALP:png,,Operativos preventivos para cancer  de Mamas Instituto Falp
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00107 OPERATIVOS SOCIALES.png,,"Operativo que se  despliega en terreno, facilitando y acercando servicios de alta demanda a los diferentes territorios de san joaquin"
Mariano Puga & Juegos Infantiles,2,"-33.487572740639514, -70.63547861859901",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,00110 VERANO EN TU BARRIO.png,,"Operativos de Verano con diferentes actividades, juegos acuaticos y servicios gratuitos para la comuna "
Alcalde Pedro Alarcon y Mariano Puga,2,"-33.49014045854824, -70.63137627408061",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,111 VERANO EN TU BARRIO.png,,"Operativos de Verano con diferentes actividades, juegos acuaticos y servicios gratuitos para la comuna "
Lucrecia Fernandez 300,2,"-33.48662912050102, -70.63072867479569",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,112 VERANO EN TU BARRIO.png,,"Operativos de Verano con diferentes actividades, juegos acuaticos y servicios gratuitos para la comuna "
Cabildo & San Gregorio,2,"-33.493971890727046, -70.63622454419844",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,113 VERANO EN TU BARRIO.png,,"Operativos de Verano con diferentes actividades, juegos acuaticos y servicios gratuitos para la comuna "
Hanga Roa & Rapa Nui,2,"-33.48558761076347, -70.63994998453568",Gobierno en tu Barrio y Servicios,Gobierno en Terreno,114 VERANO EN TU BARRIO.png,,"Operativos de Verano con diferentes actividades, juegos acuaticos y servicios gratuitos para la comuna "
Edificio Matta Vial 635,2,"-33.49077193954411, -70.63899056222789",Planes Maestros y Desarrollo Urbano,DOM,00130_SENALIZACION_DEMARCACION.png,,Proyecto contemplo trabajos que estandarizaban condiones optimas de circulacion en lugar de construccion de edificios.
"Santa Rosa, entre Carlos Valdovinos & Salvador Allende",2,"-33.48107124958607, -70.64154051940527 / -33.49515066828877, -70.63956696985773",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Eje Santa Rosa
"Carlos Valdovinos, Entre Santa Rosa & Las Industrias",2,"-33.481050124947764, -70.6414777381663 / -33.48451020165615, -70.62942827963857",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Eje Carlos Valdovinos
"Av. Las Industrias, ENtre Carlos Valdovinos & Salvador Allende",2,"-33.484442603701886, -70.62968134005082 / -33.495898099072924, -70.62874545268178",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Eje Avenida Las Industrias
"Calle Mateo de Toro y Zambrano, entre Salvador Allende & Alcalde Pedro Alarcon",2,"-33.49556524506555, -70.6335871800674 / -33.4902542694362, -70.63331951116832",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Mateo de Toro y Zambrano
"Calle Alcalde Pedro Alarcon, entre Av. Las Industrias y AV. Santa Rosa",2,"-33.49028878174142, -70.62967950213748 / -33.48809580388236, -70.64058316916575",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Alcalde Pedro Alarcon
"Calle ALvarez de Toledo, entre Av. Las Industrias & Av. Santa Rosa",2,"-33.492303691382034, -70.62957715999055 / -33.49201130434817, -70.64006010694273",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Alvarez de Toledo
"Calle Sierra Bella, entre Carlos Valdovinos & Drake",2,"-33.48375071750115, -70.63214501470803 / -33.487361972625166, -70.63242549489405",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Sierra Bella
"Calle Salvador Allende, entre Av. Las Industrias & Av. Santa Rosa",2,"-33.49595562729446, -70.62859580783896 / -33.49516828400933, -70.63956067852003 ",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,00174_MANTENIMIENTO_PARADEROS.png,,Plan de mantenimiento de puntos de paradas Salvador Allende
"Calle Alvarez de Toledo, entre Av. Las Industrias & Mateo de Toro y Zambrano",,"-33.49239463125723, -70.6294541148098 / -33.4921262085395, -70.63327358054985",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,0088 RETIRO CABLES DESUSO.png,,Retiro de Cables sin uso
"Av. Santa Rosa, entre Carlos Valdovinos y Salvador Allende",2,"-33.48107124958607, -70.64154051940527 / -33.49515066828877, -70.63956696985773",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,0087 PLAN MAESTRO L.METRO 5.png,,Contruccion Linea 9 de Metro
Av. Santa Rosa & Alcalde Pedro Alarcon,2,"-33.48818924636586, -70.64050481598294",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,0085 FINANCIAMIENTO APROBADO.png,,Estacion de Metro o Combinacion Proyectada
Av. Santa Rosa & Salvador Allende,2,"-33.495114601209615, -70.63966796675875",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,0085 FINANCIAMIENTO APROBADO.png,,Estacion de Metro o Combinacion Proyectada
"Av. Santa Rosa, entre Carlos Valdovinos y Salvador Allende",2,"-33.48107124958607, -70.64154051940527 / -33.49515066828877, -70.63956696985773",Planes Maestros y Desarrollo Urbano,DESARROLLO URBANO,0084 CICLOVIA.png,,Postulacion a ciclovia Santa Rosa
Multiforma,2,MultiPuntos,Planes Maestros y Proyectos de Vivienda,DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,Plan de Regeneracion La Legua
"Sta. Rosa N°3650,3660,3672,3682",2,"-33.48977741641135, -70.64030946222799",Planes Maestros y Proyectos de Vivienda,DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,Proyecto Altos de San Joaquin
"Mariano Puga 501-499-497-495, ",2,"-33.48778242548034, -70.63484251011865",Planes Maestros y Proyectos de Vivienda,DESARROLLO URBANO,00175_CENTRO_NIÑEZ_JUVENTUD.png,,Centro de Desarrollo de la Niñez y la infancia Legua Emergencia
Av. Las Industrias & Gandarillas,2,"-33.485333881287936, -70.6297582693291",Planes Maestros y Proyectos de Vivienda,DESARROLLO URBANO,00176_CENTRO_TENIS_DE_MESA.png,,Centro Deportivo Tenis de Mesa
Venecia 3281,2,"-33.48563975566513, -70.63570660455551",Planes Maestros y Proyectos de Vivienda,DESARROLLO URBANO,PENDIENTE DE CREACION  ( Plan transferencia terrenos SERVIU a Municipio),,Terreno sede vecinal Venecia/Mataveri. Venecia 3281
Carmen 3008,2,"-33.48299128959864, -70.63480386222834",Planes Maestros y Proyectos de Vivienda,DESARROLLO URBANO,00177_MULTICANCHA.png,,"Multicancha Club Venecia, Carmen 3008"
Av. Las Industrias 3428,3,"-33.48954242799011, -70.62904048483365",Iluminación Av. Las Industrias,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
"Calle Castelar Norte, a la altura de Calle Río Petrohué",3,"-33.49246758198422, -70.62740595741172",Iluminación Calle Castelar Norte,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
"Calle Río Cisnes, entre 3685 y 3693",3,"-33.49263415189819, -70.62531664991086",Iluminación Calle Río Cisnes,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
Pasaje Río Rapel 191,3,"-33.491913601388404, -70.62354289350793",Iluminación Pje. Río Rapel,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
Pasaje Río Rapel 159,3,"-33.49219097219675, -70.62354825792598",Iluminación Pje. Río Rapel,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
Pasaje Corello 3671 ,3,"-33.49268537258344, -70.62051870186802",Iluminación Pje. Corello,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
Pasaje Corello 3693,3,"-33.493157808825615, -70.62054173038722",Iluminación Pje. Corello,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
Río Ñuble 3664,3,"-33.492563287005524, -70.62010755926396",Iluminación Río Ñuble,Seguridad,00123 LUMINARIA.png,,Proyecto “Iluminemos San Joaquín” (Ejecutado en 2024)
"Estadio El Pinar, Comercio 275, San Joaquín",3,"-33.492901815768626, -70.62810018975557",Iluminación Estadio El Pinar,Seguridad,00123 LUMINARIA.png,,Mejoramiento de entorno e iluminación en estadio el Pinar (Proyecto en elaboración)
Primero de Mayo con Carlos Valdovinos,3,"-33.48578396277904, -70.62533893895774",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,ATENCIONES DE EMERGENCIA: Reparación de grifo chocado en calles 1ro mayo con Av. Carlos Valdovinos
Bodegas Sumar: Salomón Sumar con Magdalena,3,"-33.48843169119297, -70.62807621859673",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,ATENCIONES DE EMERGENCIA: Incendio en bodegas Sumar (Salomón sumar con Magdalena)
Carlos Valdovinos 44,3,"-33.48787712125196, -70.61927701673915",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,"ATENCIONES DE EMERGENCIA: Incendio, (amago) casa, Carlos Valdovinos #44, 5to piso."
Río Ñuble 3712,3,"-33.49329851642437, -70.61999013208326",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,"ATENCIONES DE EMERGENCIA: Incendio, (amago) casa, Carlos Valdovinos #44, 5to piso."
Vicuña Mackenna frente al 3919,3,"-33.48973971520489, -70.61775244795015",Atencion de Emergencía DRGD ,Seguridad,00128_AGUA.png,,Suspensión suministro agua: Vicuña Mackenna frente al 3919
Darwin con Las Industrias,3,"-33.485750680009595, -70.62975141268393",Atencion de Emergencía DRGD ,Seguridad,00130_LUZ.png,,Corte de luz: Darwin con Las Industrias
Villa Venezuela,3,"-33.492990726262136, -70.61754196092163",Atencion de Emergencía DRGD ,Seguridad,00130_LUZ.png,,Corte de luz: Villa Venezuela
Castelar 250,3,"-33.492612569947646, -70.62669160304624",Atencion de Emergencía DRGD ,Seguridad,0075 SEMBRANDO EL BUEN VIVIR.png,,Caída de árbol: Castelar 250
Calle San Juan con El Pinar,3,"-33.491772651682666, -70.61912722104357","Paso de cebra en veredas, calles San Juan con El Pinar",Desarrollo Urbano,0083 PASO DE CEBRA.png,,"Paso de cebra: A nivel de Veredas en San Juan con El Pinar. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
El Pinar entre Vicuña Mackenna y San Juan,3,"-33.49166501070735, -70.61785959412416",Una de las 4 luminarias ornamentales en calle El Pinar,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 4 luminarias ornamentales en calle El Pinar entre Vicuña Mackenna y San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
El Pinar entre Vicuña Mackenna y San Juan,3,"-33.49178580167013, -70.61809831072813",Una de las 4 luminarias ornamentales en calle El Pina,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 4 luminarias ornamentales en calle El Pinar entre Vicuña Mackenna y San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
El Pinar entre Vicuña Mackenna y San Juan,3,"-33.491875276353575, -70.61860256602526",Una de las 4 luminarias ornamentales en calle El Pina,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 4 luminarias ornamentales en calle El Pinar entre Vicuña Mackenna y San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
El Pinar entre Vicuña Mackenna y San Juan,3,"-33.491875276353575, -70.61901830842447",Una de las 4 luminarias ornamentales en calle El Pina,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 4 luminarias ornamentales en calle El Pinar entre Vicuña Mackenna y San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
Calle San Juan,3,"-33.491983326526224, -70.6190702017737",Una de las 3 luminarias en calle San Juan,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 3 luminarias calle San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
Calle San Juan,3,"-33.49239714521813, -70.61897900666676",Una de las 3 luminarias en calle San Juan,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 3 luminarias calle San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
Calle San Juan,3,"-33.4929764880643, -70.61883953179735",Una de las 3 luminarias en calle San Juan,Desarrollo Urbano,00123 LUMINARIA.png,,"Luminarias: 3 luminarias calle San Juan. Mitigación en ejecución, asociadas a construcción Edificio UTFSM"
"Plazoleta El Pinar, San Juan 3651",3,"-33.492318855343136, -70.61873492564409",Mejoramiento iluminación pileta de plazoleta El Pinar,Desarrollo Urbano,00123 LUMINARIA.png,,Luminarias: Mejoramiento iluminación pileta de plazoleta El Pinar
EL Pinar 36,3,"-33.49159950074494, -70.61794126783394",Señalización y demarcación en calle El Pinar,Desarrollo Urbano,00130_SENALIZACION_DEMARCACION.png,,Señalización y demarcación: Área de influencia: calle El Pinar entre Vicuña Mackenna y Av. Las Industrias.
Av Central esquina av. Salvador Allende ,3,"-33.49624376653165, -70.62363541573495",Mejoramiento de área verde en Av Central esquina av. Salvador Allende,Medioambiente,0072 P. AREAS VERDES EJECUTADOS.png,,Mejoramiento de áreas verdes Dirección de Medio Ambiente y Ornato: Av Central (esquina av. Salvador Allende 735 m²) 
